Nome	nif	concelho	contacto
Andrea Davis	289340937	Praia da Vitoria	930754136
Kevin Webster	249673120	Miranda do Douro / Miranda de l Douro	917625779
Jenny Martinez	254998640	Montijo	933772718
Jose Clark	215565639	Sao Pedro do Sul	986059407
Preston French	271368594	Queluz	934840276
Jasmine Carson	227176552	Fatima	995881481
William Farmer	205950832	Gondomar	946498052
Joshua Delgado	228031432	Pacos de Ferreira	913188461
Laura Fitzgerald	230376868	Cartaxo	986147316
Tyler Campbell	217770337	Canico	992711711
Dylan Martinez	272557662	Lourosa	928546547
Teresa Meyers	245422854	Ermesinde	958803501
Edward Hubbard	239678808	Mealhada	959180968
Martin Mann	259951273	Santiago do Cacem	931842726
Kristen Turner	244218426	Seia	968079945
Travis Washington	230717875	Meda	956494294
Vanessa Johnson	209179140	Trancoso	957293560
Michael Campbell	288918923	Viseu	971724795
Juan Lopez	208679310	Sao Mamede de Infesta	922561760
Ronald Rose	293811539	Caldas da Rainha	935098035
Emily Reeves	231656228	Angra do Heroismo	965685987
Ronald Steele	297623166	Vila Nova de Famalicao	998902299
Mary Johnson	200709523	agueda	934001530
Nicholas Padilla	227389242	ilhavo	995486736
Samuel Robbins	277701563	Praia da Vitoria	996979094
Brandon Mcpherson	295358661	Tomar	962307266
William Brooks	206384423	Penafiel	939733380
Dale Lopez	265017936	Torres Novas	978500895
Frank Hudson	260317504	Portalegre	972598771
Brianna Browning	253908604	Lixa	948556431
James Garcia	242130025	Mangualde	957933790
Colleen Smith	290009611	Loures	985432263
Christopher Reyes	223832467	Tavira	912362964
Krystal Brown	259459389	Sines	967685152
Eugene Cruz	268685635	Pombal	958309686
Mallory Sanchez	270090651	Lagos	914836564
Mr. Aaron Clark	269260148	Lagoa	967831464
Timothy Allen	233768544	Oliveira do Hospital	972102273
Joseph Brown	244789166	Gouveia	999793832
James Wilkinson	270628835	Vale de Cambra	906132080
Christopher Price	230505375	Tondela	916527440
Amanda Booth	263038025	Loures	953572679
Christine Reyes DDS	285039148	Amadora	966805700
Shannon Hayden DVM	291415204	Santana	998343565
Thomas Flores	253436605	Vila Nova de Santo Andre	975865695
Jennifer King	248884529	Olhao da Restauracao	969503010
Carlos Salinas	237087929	Ermesinde	920665042
Charles Kim	252045588	Fiaes	961116005
Crystal Glass	255689535	Moura	911555168
David Scott	257349869	Loule	901327212
Tiffany Garcia	258415616	Pombal	938636471
Mark Davis	236560908	Caldas da Rainha	950023763
Leah Valdez	278772348	Ovar	992225761
William Gray	282428920	Rebordosa	973080529
Jennifer Collins	229782035	Loule	905249296
Robert Cox	212948894	Sabugal	959820415
Dr. Timothy Carroll DDS	212872798	Pinhel	946832735
Amy Brown	208213426	Viseu	917437099
Laura Andrews	292402841	Vila do Conde	987246971
April Roy	263805979	Camara de Lobos	994942424
Alexandra Simmons	210220742	Meda	920352886
Katherine Baker	277811419	Lamego	939792122
Emily Brewer	245222425	Torres Vedras	929625489
David Anderson	208513830	Loule	912604279
Kelly Patterson	209211583	Mirandela	992216671
Leah Harris	260814768	Olhao da Restauracao	906100375
Elizabeth Hughes	256237632	Silves	940434026
Alexis Russell	206925516	Setubal	901035490
Mark Reese	214152799	Oliveira do Hospital	978614074
David Smith	233526457	Povoa de Santa Iria	919215725
Elizabeth Silva	287353016	Horta	995099207
Isaac Jackson	243144630	Marco de Canaveses	994850801
James Wright	240638001	Seia	951532390
Joshua Sweeney	201838701	Alcacer do Sal	900267921
Kerry Parker	210619116	Leiria	997873076
Michael Johnson	206008047	Braga	938308660
Colin Johnson	220877994	Figueira da Foz	904638300
Samantha Mendoza	259715229	Vila Baleira	951578524
Alison Martin	226282578	Fundao	964727628
Philip Wong DDS	211028760	Viseu	980876304
Nicholas Green	226501915	Silves	922746631
Brenda Orozco	297054857	Sines	904243554
Kevin Alvarado	231248886	agueda	903578210
Ebony Ford	236260860	Coimbra	983586777
Michael Hamilton	227667347	Fiaes	963308739
Brandi Gonzalez	201687087	Peniche	905733360
David Brown	200041080	Sao Salvador de Lordelo	907051596
Carolyn Joseph	241927475	Lagoa	972218425
Stacy Lopez	280195679	Elvas	949443073
Jasmine Sullivan	216632092	Leiria	969708128
Scott Massey	223249342	Alcacer do Sal	908904135
Jeffrey Roberts	293267752	Lixa	969225183
Michael Payne	264770058	Praia da Vitoria	980298786
Teresa Flores	232844224	Serpa	964285384
Harold Moore	206508078	Esposende	992488300
Jessica Cobb	265991014	Torres Vedras	938250292
Zachary Stephens	234119244	Borba	928485951
Hayden Edwards	291688516	Covilha	975453653
Cheryl Humphrey	234942784	Peniche	950194538
Gregory Ray	283233112	Peso da Regua	970780544
Kayla Frank	202574141	Vila Nova de Famalicao	970060543
Michelle Chang	253438829	Lagos	941419880
Alyssa Riley	254584995	Estremoz	977794732
Jesse Hunter	283482953	Fundao	906864163
Jordan Reese	241708905	Ovar	908952224
Mr. Daniel Gardner	218067846	Praia da Vitoria	913006042
Arthur Flowers	292139091	Marinha Grande	987507486
Carla Sullivan	208894178	Quarteira	918432948
Carla Chung	241649715	Macedo de Cavaleiros	932855858
Thomas Hunt	253325506	Lamego	939340986
Ian Rice	221493620	Lixa	967415034
Michael Fleming	250712505	Samora Correia	976356964
Rodney Haney	288866410	Barcelos	941054579
Daniel Mitchell	208944652	Machico	971335214
Edward Hudson	205370451	Mangualde	981577202
Joseph Barnett	229951098	Tavira	944600034
John Escobar	256167487	Valpacos	992252952
Allen Johnson	210590056	Torres Novas	991965038
Anthony Stanley	283760408	Silves	900737728
Rachel Friedman	223727948	Vila Nova de Foz Coa	985203011
Thomas Maddox	245981065	Odivelas	995655572
Beth Savage	278426023	Queluz	955342512
Robert Kelley	235232923	Gondomar	984546436
Jennifer Johnson	203566595	Fiaes	995687353
Brandi Garcia	253118829	Sao Joao da Madeira	991914263
Rachel Reed	270007542	Figueira da Foz	948436337
Christopher Brooks	243977864	Valpacos	929564523
Carrie Edwards	239615658	Vila Baleira	931718481
Nancy Gregory	242778114	Fiaes	993009114
David Vaughan	281122752	Alcobaca	994065565
Kathy Vasquez	212457163	Estremoz	905618201
Kevin Phillips	287834245	Senhora da Hora	969467299
Casey Scott	229237180	Barcelos	907121990
Gregory Rodriguez	295785075	Sao Pedro do Sul	993715612
Sheila Martinez	272628459	Miranda do Douro / Miranda de l Douro	993834734
Laura Burke	296566395	Elvas	965915524
Alicia Bridges	211408255	Ovar	906475614
Christopher Woodward	238497642	Amora	959046523
Jared Mejia	283871618	Pombal	994356367
Jonathan Mosley	292139779	Castelo Branco	901238472
Melanie Hutchinson	259434555	evora	976952018
Amanda Tucker	257985613	Lagoa	997131552
Austin Stout	294851622	Amadora	963228991
Timothy Williams	201652076	Fiaes	988939563
Rebecca Casey	256627942	Ourem	921039665
Brenda Chung	237696431	Entroncamento	910850740
Heather Andrews	253610341	Lamego	908738830
Dr. Brandi Howard	239544927	Sao Joao da Madeira	943013592
Jared Jones	241885709	Santa Cruz	960763011
Shannon Mcdowell	270100993	Queluz	918145016
Megan Hill	217269509	Albergaria-a-Velha	949107359
Christine Henson	217036836	Gondomar	948469680
Joshua Alvarez PhD	261248229	Felgueiras	931854852
Autumn Garrett	261399941	Odivelas	906872110
Brandon Johnson	221947500	Valenca	984358459
David Mccarthy	288208821	Rio Tinto	912690278
Jessica Cowan	255476254	Setubal	944891639
Lori Garcia	210327317	Oliveira do Hospital	964797630
Brandon Love	221942132	Amora	906081847
Sara Aguilar	256434476	Silves	944977102
Tracy Allen	279097069	Cartaxo	981529257
Jennifer Olson	274058523	Silves	990499324
Lawrence Armstrong	272361670	Trancoso	911783754
Tiffany Garcia	263870054	Portalegre	939133718
Rebekah Roberts	271607483	Viseu	913886788
Angela Hicks	249944788	Santa Comba Dao	941441313
Leslie Miller	275630552	Fatima	955659698
Patricia Snyder	292003456	Mealhada	918901131
Laura Hurley	286322030	Ourem	963539195
Heidi Barnett	279389380	Praia da Vitoria	922511553
Caitlin Pena	262104223	Gondomar	904585053
Jerome Chambers	296376547	Torres Novas	921952714
Sheila Wright	226490594	Cantanhede	956009462
Shawn Jones	226449863	Vila Baleira	930307115
Lisa Mendoza	274996240	Pinhel	939710469
Angie Hanna	228602587	Sabugal	971418565
Brian James	205539457	Caldas da Rainha	922901394
Frank Cuevas	227051917	Tarouca	998072066
Joshua Carr	212748671	Povoa de Santa Iria	940480826
Mr. Brandon Kelly	285155794	Alcacer do Sal	973293174
David Brown	275075890	Alfena	984395584
Andrea Hendricks	290204524	Vila Nova de Foz Coa	997244785
Guy Johnson	243727080	Peniche	904233887
Melanie Delacruz	219299831	Valpacos	909704199
Lisa Garcia	218586155	Barreiro	953027956
Spencer Juarez	299025361	Ovar	924880360
Gerald Patton	203070085	Viseu	908044534
Stephen Cummings	215610132	Mangualde	970758351
Alvin Sullivan	225847968	Torres Novas	960963175
Jonathan Rios	202251884	Oliveira do Bairro	906891104
Laura Fuller	299531614	Vila Nova de Foz Coa	927650050
John Smith	249179185	Machico	927187793
Raymond Love	289424319	Peso da Regua	947383486
Brianna Cohen	251673800	Alcobaca	986660467
Gabriel Johnson	225736894	Vale de Cambra	949145234
Jessica Ellis	255421624	Alfena	940194213
Nicole Nguyen	289966894	Ponta Delgada	943933745
Timothy Ryan	249416000	Costa da Caparica	951701821
Christopher Williams	220768202	Olhao da Restauracao	942532075
Lauren Paul	259914566	Porto	928348222
Jeremy Humphrey	285195423	Mangualde	915978394
Daniel Hall	287970516	Praia da Vitoria	939655021
Timothy Ross	213811187	Gouveia	975857192
Sarah Mendoza	287253422	Alcobaca	978113070
Mrs. Kathleen Green	244293353	Povoa de Varzim	933332353
Angela Martinez	248987860	Setubal	972540823
Brianna Ortega	255812601	Setubal	901109426
Philip Garcia	247666173	Pinhel	911967514
Dale Woods	206374116	Albergaria-a-Velha	920630211
Devin Bond	206901514	Esposende	914066972
Rachel Morse	255235933	Sao Mamede de Infesta	936605158
Lisa Sweeney	279980170	Oliveira do Hospital	939507906
David Mckinney	237876963	Paredes	912701738
Robert Brown	254652877	Lourosa	991657867
Steve Edwards	274263946	Estarreja	974395240
Emily Simpson	292903308	Santiago do Cacem	939808778
Emily Stephens	234867649	Mangualde	971540701
David Johnson	289083350	Fatima	973655647
James Young	205130182	Samora Correia	995708428
Bruce Villa	296070674	Portalegre	959437271
Grant Perry	271895490	Oliveira de Azemeis	965728797
Casey Snyder	225147039	Miranda do Douro / Miranda de l Douro	925026167
Duane Yoder	221356063	Queluz	942670808
Hannah Santiago	213297377	Ponta Delgada	926748837
Jessica Edwards	248095162	Albufeira	923487484
Sean Barber	289535813	Silves	984628096
John Bautista	278912995	Gouveia	953153592
Peggy Morales	253686179	Felgueiras	930793786
Jennifer Ray	225273178	Paredes	949916045
Joseph Leblanc	244852153	Canico	932174184
Charlotte Dixon	298603297	Loule	912817889
Bailey Newman	270805473	Viseu	935777651
Mark Dixon	246733903	Gouveia	989718811
Ryan Rogers	277456804	Rebordosa	987890341
Kimberly Mckinney	215610161	Mealhada	984944954
Crystal Shelton	241850987	Esposende	978130964
Grace Lambert	200061428	Figueira da Foz	929628566
Rita Arellano	230309321	Seia	920490326
Robert Padilla	212512981	Valongo	998550878
Kevin Ball	200291735	Tavira	990834726
Tiffany Davis	265606563	Funchal	986729467
Veronica Howard	254678247	Montijo	912497156
Catherine Martinez	243265804	Braga	977793102
Justin Stewart	299701496	Angra do Heroismo	923317459
Logan Cross	283991962	Tarouca	987423094
John Acosta	217012546	Pombal	939447508
William Hodges	225271482	Cartaxo	909397020
Jodi Stone	226886105	Tavira	985897198
Tina Mahoney	229945896	Sines	984602789
Pamela Carson	283458535	Sabugal	960110057
Shane Harris	244263690	Santana	998021489
Sara Mendoza	284848758	Vila Franca de Xira	977498970
John Gomez	263509874	Fafe	915138449
Shelly Clark	269301166	Caldas da Rainha	975125206
Kathy Gill	258185881	Abrantes	925174228
Stephanie Lopez	267455016	Alfena	923623983
James Bullock	210223200	Seia	964645300
Mr. John Hayes	204941914	Agualva-Cacem	938231615
Linda Mitchell	264521714	Caldas da Rainha	905224968
Kathryn Peters	207096855	Castelo Branco	962270973
Timothy Hubbard	201005320	Rebordosa	955213972
Levi Calhoun	266422535	Elvas	964353010
Marie Blevins	293806552	Alcobaca	977445765
Adam Wilson	235450315	Horta	989263378
Kelsey James	284974321	Setubal	928136666
Amanda Mccoy	239609163	Lourosa	985217828
Andrew Delgado	278032142	Tavira	943251013
Angela Sanchez	252782600	Lamego	906279222
Carlos West	290032212	Santa Cruz	917025887
Penny White	284060725	Faro	972876745
Carrie Hess	296132236	Angra do Heroismo	989082727
Christopher Bishop	229335225	Tondela	935950821
Jimmy Robertson	291987324	Machico	970122553
Michelle Koch	249661245	Alfena	908412419
Jon Grant	279178966	Leiria	930718625
Edward Gonzales	233695312	Castelo Branco	938429579
Timothy Nash	237363794	Moura	946751193
Elizabeth Griffin	271600263	Macedo de Cavaleiros	945280451
Elizabeth Buckley	266356346	Ponta Delgada	905258188
William Riggs	267294506	Vila Real	938479634
Michelle Vance	293008614	Valbom	934074409
Nancy Monroe	295080584	Pombal	961706563
David Ramirez	261039290	Sao Salvador de Lordelo	951724102
Janet Smith	281150012	Aveiro	910107208
Lauren Soto	224178640	Funchal	996488866
Tracey Lawrence	220785716	Mangualde	945518735
Linda Hall	216252583	Castelo Branco	924406766
Jennifer King	211779520	Santa Cruz	916703465
Collin Ortiz	281783066	Cartaxo	963209927
William Silva	263318299	Rio Tinto	953052651
Eric Huynh	245159010	Mangualde	975214476
Samuel Olson	263068630	Mirandela	988273416
Angela Campos	291385254	Sao Mamede de Infesta	916643717
Phillip Brown	275151337	Penafiel	926373240
John Page	235488089	Barreiro	977905561
Dr. John Fleming	222813371	Fafe	980836904
Ashley Mullins	275868047	Funchal	931284402
Marissa Rodriguez	285885262	Lourosa	935919844
Brian Gonzales	278853907	Estremoz	902641639
Jennifer Calderon	235667503	Albergaria-a-Velha	947576187
Thomas Johnston	277399547	Angra do Heroismo	908744399
Janet Brown	231836324	Ribeira Grande	984224544
Rebecca Edwards	205344737	Mirandela	975495902
Lisa Ramirez	284234429	Santiago do Cacem	998050711
Ronald Barber	247465701	Sacavem	905154909
Thomas Moran	233460756	Machico	999982287
Justin Johnson	284111850	Alfena	914571410
William Miller	267834255	Loule	964488779
Vincent Adams	266674282	Espinho	981130713
Luke Walters	250270316	Barreiro	924474398
Timothy Wells	258548548	Abrantes	959922307
Rachel Mullins	272202055	Portalegre	980577467
Sydney Shaw	291707663	Torres Vedras	979591182
Catherine George	276663652	Sacavem	967071920
Jeffrey Simpson	273873057	Lagoa	922393081
Stephanie Ross	241306294	Amarante	955292924
Bryan Kim	256541933	Braga	959063531
Christopher Collier	261442111	Vila Baleira	928543933
Dennis Mendez	278522971	Estarreja	975522506
Patricia Brown	259373243	Sao Joao da Madeira	924026926
Alvin Bell	200221515	Pombal	942987276
Christine Roberts	267909195	Anadia	981599112
Jordan Hurley	233579450	Machico	907504144
Amanda Watson	291500313	Sabugal	909882281
Albert Lopez	207854427	Santana	969303681
Sean Rodriguez	224649444	Mealhada	999623356
Andre Beck	227490383	Sines	971451114
Franklin Casey	278028261	Abrantes	963727164
Aaron Miller	250228217	ilhavo	992804558
Elizabeth Watts	251948767	Montemor-o-Novo	906278669
Melissa Velasquez	268313792	Povoa de Varzim	932892392
Justin Graham	223809796	Esposende	924229162
Mr. Wesley Hammond	278743171	Viana do Castelo	925669872
James Taylor	259196422	Montijo	913885387
Thomas Anderson	293446958	Sao Pedro do Sul	918993362
John House	235031668	Aveiro	904120946
Julie Webb	231312973	Barreiro	963815559
Anna Smith	252562151	Albergaria-a-Velha	914433016
Kimberly Franklin	246708942	Moura	996178749
Timothy Hart	294287430	Vila Nova de Gaia	967310918
Brent Garcia	223250247	Odivelas	976599542
Bobby Serrano	235822488	Quarteira	912190933
Mark Galloway	212931484	Lagoa	981485807
Stephen Richards	283002213	Quarteira	971157885
Jill Frederick	285654051	Vizela	901535200
Yolanda Lopez	226347177	Lagos	948012244
Michelle Foster	290896808	Fafe	985408279
Dr. Ruth Taylor	208992980	Lamego	974328152
Cindy Gregory	217406563	Silves	955645941
David Webb	262969992	Amora	969522180
Sandra Montoya	219068120	Machico	933564713
Stephen Walker	288969061	Matosinhos	951168070
Maria Boyd	219565368	Loule	968477261
Jennifer Davis	247181789	Mangualde	986302064
Jennifer Bradford	228145459	Pacos de Ferreira	906829425
Logan Burke	204666347	Alcacer do Sal	918336847
Miss Mary Phelps	216451348	Beja	948832215
Hailey Simmons	227731704	Montijo	909299165
Andrew Harris	286395471	Lamego	971120679
Daniel Cooper	246340437	Serpa	983674388
Paul Walter	251239376	Castelo Branco	924216039
Ricardo Jenkins	270458581	Queluz	955823015
Richard Parker	245559966	Lagoa	957624552
Mikayla Johnson	242218810	Albergaria-a-Velha	919862103
Rachel Morales	201757016	Esposende	945437456
Sue Russell	218566214	Lagoa	902153196
Kevin Lawson	288696523	Loures	956349005
Norman Miles	250428130	Lagoa	961524188
Kevin Hodges	205034051	Aveiro	999819217
Sarah Mendoza	200835820	Vila Nova de Foz Coa	947718781
Matthew Johnson	220577456	Penafiel	978130303
Isabella Arnold	214894236	Viana do Castelo	963073808
Donald Tucker	236385172	Santa Comba Dao	992757559
Eric Silva	296412491	Sao Pedro do Sul	928350225
Melissa Adams	290173039	Macedo de Cavaleiros	988563971
Linda Flores	289402327	Povoa de Santa Iria	911315205
Amy Gould	228708187	Vila Baleira	955917507
Brandy Rosario	279108972	Tondela	903070086
Frank Flores	216805885	Leiria	969264601
Jasmine Johnson	241299286	Viana do Castelo	926168563
Rachel Brooks	247331737	Caldas da Rainha	912042917
Joseph Landry	268845139	Machico	942478433
Michael Yoder	221151505	Sao Joao da Madeira	926971924
Leah Daniels	282574589	Serpa	972160439
Kimberly Shepherd	224112571	Elvas	972376599
Henry Ochoa	268564693	Alcacer do Sal	965140554
Erica Banks	222266129	Lagoa	946597948
Andrea Carlson	243528161	Viana do Castelo	944675859
Jason Perkins	249619325	Marinha Grande	926902103
Christopher Meyer	240333593	Chaves	996711481
Jill Dixon	275877402	Santana	976570307
Stacy Green	270190270	Meda	979887078
Andrea Wood	266085044	Vizela	915279378
David Schmidt	221501008	Serpa	972497263
Michael Ward	254605945	Vale de Cambra	911000830
Samantha Harrell	226707781	Gandra	913006219
Sean Perry	244013704	Angra do Heroismo	966929430
Leslie Mullen	289096107	Paredes	936595081
Casey Lopez	237770728	Fafe	968702941
Suzanne Rowe	215268065	Oliveira de Azemeis	920301848
Veronica Andrews	253308896	Beja	922253524
Chad Klein	227246856	Montemor-o-Novo	935848007
Nicholas Brock	296700436	Borba	981968410
Robert Howard	274548188	Valenca	925601783
Tara Rangel	225049994	Elvas	934361718
Christopher Brown	269054775	Viana do Castelo	922225131
Heidi Williams	262070971	Tomar	987166358
Brittany Nelson	269630891	Pacos de Ferreira	942202664
Crystal Guerra	260703037	Santo Tirso	947434596
Jamie Jimenez	247361827	Lixa	940257899
Michael Marsh	205325896	Santa Cruz	942460246
James Edwards	229964033	Queluz	966201167
Rachel Brown	239864563	Barcelos	928153212
Kristy Bennett	217035773	Oliveira de Azemeis	967790066
Richard Bonilla	243146575	Reguengos de Monsaraz	934868152
Steven Mitchell	205341053	Setubal	908372015
Janice Adams	299229532	Tarouca	910009371
Patrick Mack	262411736	Torres Vedras	995665181
Michael Jones	245536740	Sao Mamede de Infesta	952888409
Elizabeth Bullock	241400859	Amadora	953317467
Curtis Hooper	298024165	Vila Nova de Santo Andre	976449325
Robin Miller	227657950	Tavira	982597111
Meghan Mccormick	271118128	Santo Tirso	939031683
Christopher Nunez	292316533	Barcelos	918976786
Jacob Lewis	234470965	Silves	908421771
Joseph Williams	271126762	ilhavo	962545445
Jared Smith	205825755	Esmoriz	982896507
Andrea White	204820277	Lisboa	994663379
Amber Matthews	202615080	Porto	954750425
Michelle Day	249109218	Valbom	991098583
Daniel Wolf	250610844	Marco de Canaveses	947521744
Justin Patel	221690969	Vila Nova de Famalicao	907304469
Latasha Roth	206489209	Trancoso	998381931
Laura Quinn	293908882	Tomar	921636336
Virginia Foster	250671965	Tarouca	962143153
Crystal Sanchez	208471116	Leiria	978941116
Christina Keith	283256098	Sacavem	908065103
Lindsay Barrett	256369064	Gandra	909936632
Robert Bass	229596683	Meda	945831901
Kathryn Jenkins	238751415	Peniche	901485921
David Fritz	279467187	Montijo	947557512
David Garcia	280479493	Amarante	930827587
Vickie Anderson	240839299	Guarda	930977327
John Medina	235685677	Amadora	996020897
Matthew Gregory	258694388	Machico	940551645
Mrs. Nancy Cain	246324674	Oliveira de Azemeis	987461195
Keith Gonzales	275697525	Guimaraes	975250935
Brian Jones	234835789	Caldas da Rainha	938026405
Latasha Campbell	274193006	Alfena	986715348
Jenny Cruz	292403955	Lamego	932371235
Caroline Bowers	293410248	Entroncamento	994619221
Tricia Williams	202338843	Santa Comba Dao	913346769
Veronica Jackson	278527550	Abrantes	984723936
Jimmy Hanson Jr.	250392206	Tomar	906964184
Raymond Walker	278506910	Montemor-o-Novo	998026440
Gary Brown	279566664	Angra do Heroismo	970509271
Nathaniel Guzman	221296900	Sao Mamede de Infesta	976443823
David Sampson	268112836	Guimaraes	953243469
Keith Robinson	226855724	Vila Real de Santo Antonio	938241445
Kristen Russell	294894954	Montemor-o-Novo	971724915
Dylan Case	284720198	Lamego	913657136
Tammy Oliver	257934366	Povoa de Varzim	994292551
Walter Mckee	202616474	Vale de Cambra	964466208
Austin Wallace	233863283	Miranda do Douro / Miranda de l Douro	990819595
Carrie Larson	222982571	Povoa de Varzim	914361993
Dr. Katherine Lee	211712343	Gondomar	917772415
Lauren Schmidt	273093885	Sao Pedro do Sul	990191748
Sara Campbell	205450583	Barreiro	949548309
Tracy Jackson	280491976	Abrantes	971123225
Anne Wilkins DDS	282914826	Ribeira Grande	935358525
Edgar Molina	249935396	Caldas da Rainha	974010675
Justin Neal	222138340	Camara de Lobos	947992910
Larry Dixon	218550940	Trancoso	915044345
Jake Woods	258941976	ilhavo	955437621
Desiree Meyers	261136483	Macedo de Cavaleiros	916511146
Tammy Cardenas	257428362	agueda	906208914
Rachel Guzman	280711597	Macedo de Cavaleiros	966176362
Matthew Buck	247234093	Coimbra	986164336
Stephanie Miller	231343073	Coimbra	941665634
Elizabeth Mckay	274010828	Sabugal	975333870
Donald Kelly	228114827	Montijo	914228363
Alyssa Simpson	287211866	Ponta Delgada	970369162
Bradley Smith	230441120	Amadora	964651990
Kari Keller	256098237	Machico	941250494
Amanda Boyle	229052243	Cantanhede	910682478
Michael Miller	221101013	Barreiro	967139774
Kristen Mckay	253831384	Portimao	931394548
Lydia Nguyen	243292803	Pinhel	999313999
Jon Strickland	289063458	Funchal	925983923
John Love	276504845	Felgueiras	959834861
David Garcia	207216743	Machico	969102348
Laura Rubio	249741312	Cartaxo	958317689
Katherine Lee	297779425	Santo Tirso	990328828
Cheryl Pace	261056834	Lourosa	923204472
Bryan Roth	281995507	Angra do Heroismo	929611857
Dominique Aguilar	261558201	Vale de Cambra	985580360
James Peterson	237358213	Miranda do Douro / Miranda de l Douro	981405924
Dr. Michael Wood	203539601	Coimbra	962150917
Katherine Mcgrath	276982585	Almeirim	986279544
Christine Kelly	270672912	Sao Salvador de Lordelo	936809726
Joshua Lam	236421468	Ourem	983762016
Melissa Johnson	232678940	Canico	966465916
Jacqueline Turner	241443116	Lisboa	991364626
Amy Perez	293362601	Abrantes	926622672
Megan Mcdonald	204189365	Portimao	912426419
Lori Nelson	280396001	Costa da Caparica	923396032
April Johnson	280888542	Gandra	952770131
Wayne Zimmerman MD	291869697	Amadora	939986182
Nicholas Harrell	211003400	Santana	954984664
Erica Carr	290316972	Pinhel	930478875
Lisa Potter	247777537	Oliveira do Hospital	912139838
Jason Robinson	253651898	Fiaes	924816373
Leslie Hess	223997791	Senhora da Hora	987418522
Arthur Miller	208469129	Vila do Conde	902334464
Richard Juarez MD	204430203	Fatima	913780753
Russell Edwards	259247817	Ourem	918187425
Ernest Pierce	232629410	Miranda do Douro / Miranda de l Douro	934269192
Alyssa Adams	259949214	Vila Franca de Xira	997297818
Anthony Gould	273219280	Praia da Vitoria	918206327
George Griffith	248139361	Esmoriz	969305310
Jessica Padilla	248299136	Torres Novas	992853684
Jennifer Valdez	284048242	Guimaraes	989810110
Nathan Clark	217747389	Silves	982173924
David Moon	254608763	Povoa de Varzim	952380945
Mr. Roger Taylor PhD	205701679	Barcelos	941688189
Richard Rivera	247945864	Setubal	974556800
Deborah Phillips	203931225	Faro	987596293
Amanda Jacobs	207078831	evora	922273945
Deborah Taylor	214495475	Vizela	912257048
Tiffany Scott	255560106	Miranda do Douro / Miranda de l Douro	944556309
James Harris DVM	290650012	Sao Mamede de Infesta	963675509
Thomas Fernandez	237122650	Albergaria-a-Velha	919109137
Justin Stein	223488786	Olhao da Restauracao	994332753
Patricia Gordon	276088921	Vila Franca de Xira	937041902
Justin Gardner	234566510	Vila Real	934760538
Michelle Castillo	299842281	Fafe	955640605
Joan Wilson	275579161	Vila do Conde	934396231
Erin Melton	202935089	Oliveira de Azemeis	986898107
Jessica Walker	277870346	Ponte de Sor	926162991
Eric Carr	248236095	Olhao da Restauracao	978287556
Bruce Elliott	218216966	Ponte de Sor	929202428
Joseph Berry	245471979	Sacavem	904134039
Rhonda Edwards	252900947	Entroncamento	996755273
Albert Hunt	210874061	Samora Correia	924607605
Mark Harris	200020822	Beja	934125310
William Craig	291562530	Ermesinde	916161266
Ryan Zimmerman	229753683	Castelo Branco	989206978
Joshua Carr	219124203	Santiago do Cacem	939925579
Stephanie Martin	264159287	Cantanhede	946869230
Heather Jones	264746011	Ovar	921119211
Ashley Torres	219824441	Santa Cruz	902100478
Daniel King	297550622	Ourem	972545827
Michael Sandoval	228741355	Ermesinde	925787019
William Burns	246967842	Torres Novas	937648441
Cynthia Beltran	224521179	Tarouca	931352991
Jeffrey Green	223621618	Gouveia	942971593
Dawn Mccoy	224367716	Valenca	928999014
Hannah Davis	240771611	Amora	954040648
Leslie Dean	279988156	Oliveira de Azemeis	950127735
Jackie Hill	229649464	Maia	902258687
Robert Fields	226417225	Mirandela	946074959
Tony Cruz	237079996	Elvas	902116004
Kristi Anderson	282944707	Miranda do Douro / Miranda de l Douro	914810703
Kyle Morrison	255494986	Valongo	932868074
Zoe Maynard	221042114	Meda	930764704
Greg Lee	285825627	Rio maior	957461285
Laura Manning	212548959	Ponta Delgada	928071413
Jason Smith	283089977	Ovar	983131922
Tina Bean	235734532	Rio maior	924177816
Brian Parks	220961950	Oliveira do Hospital	951967815
James Johnson	240225657	Montijo	938492762
Ms. Holly Mills	269003599	Cantanhede	996084074
Crystal Valencia	290674966	Santiago do Cacem	917071394
Sheila Garza	260236661	Ermesinde	931885705
Jon Schultz MD	229228721	Seixal	974444618
Tracy Gray	203682816	Cartaxo	989744418
Jason Garcia	230192567	Santiago do Cacem	945047840
Debra Gonzales	270602599	Esmoriz	939678859
Michelle Daniel	213453895	Vila Baleira	902014030
Mary Brown	220807453	Camara de Lobos	902004000
Michael Graham	261159292	Praia da Vitoria	932528858
Isaac Johnson	250123543	Mirandela	987297180
Stephanie Kaiser	233181416	Figueira da Foz	997863104
Stephanie Joyce	209718303	Sacavem	963559310
Jennifer Smith	223945934	Lagoa	981353504
Mr. Gerald Kelley	264826976	Fiaes	939966332
Michael Sanchez	265499691	Sao Joao da Madeira	940052091
Virginia Malone	226886307	Vila Real	968971722
Amanda Bishop	226043485	Sao Salvador de Lordelo	953386718
Dustin Garcia	226446304	Barreiro	932997239
Lauren Powers	255532841	Vila Nova de Gaia	923203909
Victor Clayton	215532239	Anadia	935838866
David Poole	222401457	Viseu	931693220
Eric Young	226004966	Funchal	946416974
Elizabeth Allen	230928511	Rio Tinto	997395561
